,modelo_id,modelo,marca,comb,version,engine,category,transmission_type,doors,hp,valves
424,1413,Sephia GTX 1.5 16V,Kia Motors,Gasolina,1.5,Other,,,,,16
425,5252,Sorento 3.5 V6 24V 4x4 Aut.,Kia Motors,Gasolina,3.5,V6/V8,,Auto,,,24
426,4293,Sorento EX 3.8 V6 24V 267cv 4x4 Aut.,Kia Motors,Gasolina,3.8,V6/V8,,Auto,,2,24
427,1424,Sportage 2.0 16V Aut.,Kia Motors,Gasolina,2.0,Other,Sport,Auto,,,16
428,1426,Sportage DLX 2.0 16V Aut.,Kia Motors,Gasolina,2.0,Other,Sport,Auto,,,16
429,5418,Sportage EX 2.0 16V/ 2.0 16V Flex Aut.,Kia Motors,Gasolina,2.0,Other,Sport,Auto,,,16
431,1432,Sportage Grand 2.0 8V TB-IC Diesel,Kia Motors,Diesel,2.0,Other,Sport,,,,8
433,1438,Laika SW 5p,Lada,Gasolina,,,,,5,,
434,1456,Defender 90 TDI Hard Top Diesel,Land Rover,Diesel,,Diesel,,,,,
435,1458,Discovery ES 3.9 V8,Land Rover,Gasolina,3.9,V6/V8,,,,,
436,10000,Discovery Sp. SE R-Dyn 2.0 TB Die.(Híb.),Land Rover,Diesel,2.0,,,,,,
437,7457,Discovery Sport HSE L. 2.2 4x4 Die. Aut.,Land Rover,Diesel,2.2,,Sport,Auto,,,
438,7193,Discovery Sport HSE Lux. 2.0 4x4 /Flex,Land Rover,Gasolina,2.0,Flex,Sport,,,,
439,1462,Discovery TDI 2.5 Diesel,Land Rover,Diesel,2.5,Diesel,,,,,
440,5142,Discovery4 HSE 3.0 4x4 TDV6/SDV6 Die.Aut,Land Rover,Diesel,3.0,V6/V8,,Auto,,,
441,5131,Discovery4 S 2.7 4x4 TDV6 Diesel Aut.,Land Rover,Diesel,2.7,V6/V8,,Auto,,,
442,5109,Discovery4 SE 2.7 4x4 TDV6 Diesel Aut.,Land Rover,Diesel,2.7,V6/V8,,Auto,,,
443,3823,Freelander HSE3 2.5 V6 24V 177cv 3p,Land Rover,Gasolina,2.5,V6/V8,,,3,1,24
444,4304,Freelander2 I6 S 3.2 232cv Aut. 5p,Land Rover,Gasolina,3.2,,,Auto,5,2,
445,10112,Range R. VEL. R-Dyn HSE 3.0 Aut.(Híb.),Land Rover,Gasolina,3.0,,,Auto,,,
448,8090,Range R. VEL. R-Dyn. 2.0 4x4 250cv Aut.,Land Rover,Gasolina,2.0,,,Auto,,2,
449,8479,Range R. VEL. R-Dyn. 2.0 4x4 300cv Aut.,Land Rover,Gasolina,2.0,,,Auto,,3,
450,10407,Range R. VEL. R-Dyn. HSE 2.0 Aut. (Híb.),Land Rover,Gasolina,2.0,,,Auto,,,
451,10408,Range R. VEL. R-Dyn. S 2.0 Aut.(Híbrido),Land Rover,Gasolina,2.0,,,Auto,,,
453,10409,Range R. VEL. R-Dyn. SE 3.0 Aut. (Híb.),Land Rover,Gasolina,3.0,,,Auto,,,
455,5707,Range R.EVOQUE Dynamic Tech 2.0 Aut 3p,Land Rover,Gasolina,2.0,,,Auto,3,,
456,5702,Range R.EVOQUE Dynamic Tech 2.0 Aut 5p,Land Rover,Gasolina,2.0,,,Auto,5,,
458,8214,Range R.EVOQUE HSE Dyna. 2.0 Dies. Aut.,Land Rover,Diesel,2.0,,,Auto,,,
459,6697,Range R.EVOQUE ONE SICILIAN 2.0 Aut. 5p,Land Rover,Gasolina,2.0,,,Auto,5,,
460,5703,Range R.EVOQUE Prestige 2.0 Aut. 5p,Land Rover,Gasolina,2.0,,,Auto,5,,
461,5705,Range R.EVOQUE Pure  2.0 Aut. 5p,Land Rover,Gasolina,2.0,,,Auto,5,,
462,7375,Range R.EVOQUE Si4 SE 2.0 Aut.5p/Flex,Land Rover,Gasolina,2.0,Flex,,Auto,5,,
463,7396,Range R.Sport HSE Dynamic 4.4 SDV8 Dies.,Land Rover,Diesel,4.4,V6/V8,Sport,,,,
465,4385,Range Rover Sport 3.6 TDV8 272cv Diesel,Land Rover,Diesel,3.6,V6/V8,Sport,,,2,
467,5132,Range Rover Sport HSE SUPERCHAR. 5.0 V8,Land Rover,Gasolina,5.0,V6/V8,Sport,,,,
468,9992,CT200h  1.8 16V Aut. (Híbrido),Lexus,Gasolina,1.8,Other,,Auto,,,16
469,4306,LS 460 4.6 32V 347cv,Lexus,Gasolina,4.6,,,,,3,32
470,10029,NX-300h Dynamic 2.5 16V Aut. (Híbrido),Lexus,Gasolina,2.5,Other,,Auto,,,16
471,6299,RX-350 F-Sport 3.5 24V Aut.,Lexus,Gasolina,3.5,,Sport,Auto,,,24
472,10074,UX-250h Luxury 2.0 16V Aut. (Híbrido),Lexus,Gasolina,2.0,Other,Luxury,Auto,,,16
473,6838,PIK-UP CD 2.2 4X2 (diesel) Mec.,Mahindra,Diesel,2.2,,Pickup,Manual,,,
474,7074,Gran Turismo Sport 4.7 V8 32V 460cv,Maserati,Gasolina,4.7,V6/V8,Sport,,,4,32
475,6178,GranTurismo MC Stradale 4.7 V8 32V 450cv,Maserati,Gasolina,4.7,V6/V8,,,,4,32
476,1493,Quattroporte Executive 4.2 32V 400cv,Maserati,Gasolina,4.2,,,,,4,32
477,1518,MPV Minivan Aut,Mazda,Gasolina,,,MPV,Auto,,,
478,1523,Protegé Aut.,Mazda,Gasolina,,,,Auto,,,
479,1699,Airtrek 2.4 16V 163cv/ 136cv 4x4 5p Aut.,Mitsubishi,Gasolina,2.4,Other,,Auto,5,1,16
480,8969,Eclipse Cross HPE 1.5 16V 165cv Aut.,Mitsubishi,Gasolina,1.5,Other,,Auto,,1,16
487,8503,Eclipse Cross HPE-S 1.5 16V 165cv Aut.,Mitsubishi,Gasolina,1.5,Other,,Auto,,1,16
494,1704,Eclipse GST 2.0 16V Turbo,Mitsubishi,Gasolina,2.0,Other,,,,,16
496,1715,L200 2.5 4x2 Turbo Diesel,Mitsubishi,Diesel,2.5,Turbo,,,,,
497,4122,L200 OUTDOOR GLS 2.5 4X4 CD TDI Diesel,Mitsubishi,Diesel,2.5,Diesel,Pickup,,,,
498,5936,L200 Triton GLS 3.2 CD TB Int.Diesel Mec,Mitsubishi,Diesel,3.2,Diesel,Pickup,Manual,,,
499,4979,Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut.,Mitsubishi,Diesel,3.2,,,Auto,5,,
500,1746,Pajero GLS 3.0 V6 4p Aut.,Mitsubishi,Gasolina,3.0,V6/V8,,Auto,4,,
501,1757,Pajero GLX 2.8 Diesel 4p Mec,Mitsubishi,Diesel,2.8,Diesel,,Manual,4,,
502,7199,Pajero HPE 3.2 4x4 T.I. Dies. 5p Aut.,Mitsubishi,Diesel,3.2,,,Auto,5,,
503,4803,Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut,Mitsubishi,Diesel,3.2,,,Auto,5,,
509,4334,Pajero HPE Full 3.8 V6 250cv 3p Aut.,Mitsubishi,Gasolina,3.8,V6/V8,,Auto,3,2,
512,1761,Pajero iO Aut.,Mitsubishi,Gasolina,,,,Auto,,,
513,1765,Pajero Sport 2.8 4x4 Diesel Aut.,Mitsubishi,Diesel,2.8,Diesel,Sport,Auto,,,
514,1766,Pajero Sport 2.8 4x4 Diesel Mec.,Mitsubishi,Diesel,2.8,Diesel,Sport,Manual,,,
515,1771,Pajero Sport SE/ HPE 3.0 4x4 177cv Aut.,Mitsubishi,Gasolina,3.0,,Sport,Auto,,1,
516,1773,Pajero TR4 2.0/ 2.0 Flex 16V 4x4 Mec.,Mitsubishi,Gasolina,2.0,Flex,,Manual,,,16
518,1779,Space Wagon/ GLXi 2.4,Mitsubishi,Gasolina,2.4,,Wagon,,,,
519,2206,Band.Jipe Cap.de Aço Chas. Curto Diesel,Toyota,Diesel,,Diesel,,,,,
521,2208,Band.Jipe Capota de Lona Diesel,Toyota,Diesel,,Diesel,,,,,
523,2212,Band.Picape Chassi Longo Diesel,Toyota,Diesel,,Diesel,Pickup,,,,
534,2213,Camry LE,Toyota,Gasolina,,,,,,,
538,9326,Corolla Cross XRE 2.0 16V Flex Aut.,Toyota,Gasolina,2.0,Other,,Auto,,,16
539,2227,Corolla SW LE 1.8/ XLi 1.6 16V,Toyota,Gasolina,1.8,Other,,,,,16
540,2233,Corolla XLi 1.8/1.8 Flex 16V Aut.,Toyota,Gasolina,1.8,Flex,,Auto,,,16
542,6247,ETIOS X Sedan 1.5 Flex 16V 4p Mec.,Toyota,Gasolina,1.5,Flex,Sedan,Manual,4,,16
543,2241,Hilux CD 4x4 2.8 Diesel Mec.,Toyota,Diesel,2.8,Diesel,Pickup,Manual,,,
546,2243,Hilux CD D4-D 4x4 2.5 16V 102cv TB Dies.,Toyota,Diesel,2.5,Other,Pickup,,,1,16
547,8554,Hilux CD GR-S 4x4 2.8 TDI Dies. Aut.,Toyota,Diesel,2.8,,Pickup,Auto,,,
549,5081,Hilux CD SR 4x2 2.7 16V/2.7 Flex Aut.,Toyota,Gasolina,2.7,Other,Pickup,Auto,,,16
550,7405,Hilux CD SR 4x4 2.8 TDI Diesel Aut.,Toyota,Diesel,2.8,Diesel,Pickup,Auto,,,
551,2259,Hilux CD SRV D4-D 4x4 3.0 TDI Diesel Aut,Toyota,Diesel,3.0,Diesel,Pickup,Auto,,,
552,2262,Hilux CS D4-D 4x2 2.5 16V 102cv TB Dies.,Toyota,Diesel,2.5,Other,,,,1,16
553,2276,Hilux SW4 4x4 3.0 24V V6,Toyota,Gasolina,3.0,V6/V8,,,,,24
554,4906,Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,Toyota,Gasolina,2.7,Flex,,Auto,,,16
556,3830,Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,Toyota,Diesel,3.0,,,Auto,,,
557,8362,YARIS XL Sedan 1.5 Flex 16V 4p Aut.,Toyota,Gasolina,1.5,Flex,Sedan,Auto,4,,16
558,8942,YARIS X-WAY Connect 1.5 Flex 16V 5p Aut.,Toyota,Gasolina,1.5,Flex,,Auto,5,,16
0,40,Towner SDX / DLX/ STD,Asia Motors,Gasolina,,,,,,,
1,42,Towner Truck,Asia Motors,Gasolina,,,,,,,
2,69,A4 1.8  Mec.,Audi,Gasolina,1.8,,,Manual,,,
3,88,A4 2.8 Avant V6 12V,Audi,Gasolina,2.8,V6/V8,MPV,,,,12
4,7255,Q3 1.4 TFSI/TFSI Flex S-tronic 5p,Audi,Gasolina,1.4,Flex,,,5,,
5,8584,Q5 Prestige 2.0 TFSI Quattro S tronic,Audi,Gasolina,2.0,,,,,,
6,5128,TTS 2.0 TFSI QUATTRO S Tronic,Audi,Gasolina,2.0,,,,,,
7,8946,118i Sport 1.5 TB 12V Aut. 5p,BMW,Gasolina,1.5,Other,Sport,Auto,5,,12
9,232,M3 3.2 24V,BMW,Gasolina,3.2,,,,,,24
12,4394,Cargo CE 1.0 8V 53cv (Pick-Up),CHANA,Gasolina,1.0,Other,,,,5,8
13,9528,Roma 3.9 V8 620cv,Ferrari,Gasolina,3.9,V6/V8,,,,6,
14,5105,Doblo  Cargo 1.4 mpi Fire Flex 8V 3p,Fiat,Gasolina,1.4,Flex,,,3,,8
15,5340,Idea ATTRACTIVE 1.4 Fire Flex 8V 5p,Fiat,Gasolina,1.4,Flex,,,5,,8
16,519,Palio ELX 1.0/ 1.0 Fire Flex 8V 2p,Fiat,Gasolina,1.0,Flex,,,2,,8
20,5293,Palio ESSENCE 1.6 Flex 16V 5p,Fiat,Gasolina,1.6,Flex,,,5,,16
21,5272,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,Fiat,Gasolina,1.4,Flex,,,,,8
22,6096,Strada Working Celeb.1.4 Fire Flex 8V CD,Fiat,Gasolina,1.4,Flex,Pickup,,,,8
23,647,Uno Mille 1.0/ i.e./Electronic/Brio 2p,Fiat,Gasolina,1.0,,,,2,,
24,649,Uno Mille/ Mille EX/ Smart 2p,Fiat,Gasolina,,,,,2,,
25,670,Courier XL/XL-RS 1.6/ XL 1.6 Flex,Ford,Gasolina,1.6,Flex,,,,,
27,4257,EcoSport XLT 2.0/ 2.0 Flex 16V 5p Aut.,Ford,Gasolina,2.0,Flex,Sport,Auto,5,,16
28,717,Explorer XLT 4x4 4.0 V6,Ford,Gasolina,4.0,V6/V8,,,,,
29,724,F-1000 CD/Blazer 3.9 Dies.,Ford,Diesel,3.9,,Pickup,,,,
31,4136,Fiesta Sedan 1.0 8V Flex 4p,Ford,Gasolina,1.0,Other,Sedan,,4,,8
32,798,Focus 2.0 16V/ 2.0 16V Flex 5p,Ford,Gasolina,2.0,Other,,,5,,16
35,845,Pampa L 1.6,Ford,Álcool,1.6,,,,,,
36,845,Pampa L 1.6,Ford,Gasolina,1.6,,,,,,
37,875,Ranger XLS 2.3 16V 145cv/150cv 4x2 CD,Ford,Gasolina,2.3,Other,Pickup,,,1,16
38,930,A-20 Custom/ C-20 S 4.1,GM - Chevrolet,Gasolina,4.1,,,,,,
40,9629,Astra Sedan GL 1.8 MPFI 4p,GM - Chevrolet,Gasolina,1.8,Other,Sedan,,4,,
41,975,C-20 Custom De Luxe 4.1,GM - Chevrolet,Gasolina,4.1,,,,,,
42,976,C-20 Custom De Luxe CD 4.1,GM - Chevrolet,Gasolina,4.1,,Pickup,,,,
43,988,Caravan L/SL/S/SS 2.5/4.1/4.2,GM - Chevrolet,Gasolina,2.5,,,,,,
44,1026,Corsa Pick-Up GL/ Champ 1.6 MPFI / EFI,GM - Chevrolet,Gasolina,1.6,Other,,,,,
45,1080,Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave,GM - Chevrolet,Gasolina,,,,,,,
46,1088,Lumina,GM - Chevrolet,Gasolina,,,,,,,
47,1096,MONTANA  Sport 1.8 MPFI FlexPower 8V,GM - Chevrolet,Gasolina,1.8,Other,Sport,,,,8
48,1105,Monza GLS/ Hi-Tech 2.0 EFI 2p e 4p,GM - Chevrolet,Gasolina,2.0,,,,2,,
49,4849,PRISMA Sed. Joy/ LS 1.0 8V FlexPower 4p,GM - Chevrolet,Gasolina,1.0,Other,,,4,,8
50,1128,S10 Blazer Executive 2.8 4x4 TDI Diesel,GM - Chevrolet,Diesel,2.8,Diesel,,,,,
52,1143,S10 P-Up Colina 2.8 TDI 4x2/4x4 CS Dies.,GM - Chevrolet,Diesel,2.8,,,,,,
53,6490,SPIN LS 1.8 8V Econo.Flex 5p Mec.,GM - Chevrolet,Gasolina,1.8,Other,,Manual,5,,8
54,6104,SPIN LT 1.8 8V Econo.Flex 5p Mec.,GM - Chevrolet,Gasolina,1.8,Other,,Manual,5,,8
55,1198,Suburban 5.7/6.5 V8/5.3 V8,GM - Chevrolet,Gasolina,5.7,V6/V8,,,,,
57,1236,Zafira Elite 2.0 MPFI FlexPower 8V  Aut,GM - Chevrolet,Gasolina,2.0,Other,,Auto,,,8
58,1242,Accord Sedan EX 2.4/2.3/ 2.2 16V,Honda,Gasolina,2.4,Other,Sedan,,,,16
59,1244,Accord Sedan EXR,Honda,Gasolina,,,Sedan,,,,
60,10815,Fit EX/S 1.5 Flex/Flexone 16V 5p Aut.,Honda,Gasolina,1.5,Flex,,Auto,5,,16
62,1277,Fit LXL 1.4/ 1.4 Flex 8V/16V 5p Aut.,Honda,Gasolina,1.4,Flex,,Auto,5,,8
64,1335,Sonata GL 2.0 4p,Hyundai,Gasolina,2.0,,,,4,,
65,1443,Defender 110 2.5 HCPU TDi CS Diesel,Land Rover,Diesel,2.5,Diesel,,,,,
66,1454,Defender 90 Soft Top Diesel,Land Rover,Diesel,,Diesel,,,,,
67,1472,Range Rover HSE 4.4/ 4.6,Land Rover,Gasolina,4.4,,,,,,
68,6783,Range Rover Vogue 3.0 TDV6 Diesel Aut.,Land Rover,Diesel,3.0,V6/V8,,Auto,,,
3,20,Spider 2.0/3.0,Alfa Romeo,Gasolina,2.0,,,,,,
4,26,Hi-Topic SLX/SDX/DLX Full Diesel,Asia Motors,Diesel,,Diesel,,,,,
5,31,Topic Luxo Diesel,Asia Motors,Diesel,,Diesel,,,,,
8,32,Topic Super Luxo Diesel,Asia Motors,Diesel,,Diesel,,,,,
12,33,Towner Coach Full,Asia Motors,Gasolina,,,,,,,
16,34,Towner Furgão,Asia Motors,Gasolina,,,,,,,
17,49,80 2.6/2.8 Avant,Audi,Gasolina,2.6,,MPV,,,,
18,61,A3 1.8 Turbo 180cv 3p Mec.,Audi,Gasolina,1.8,Turbo,,Manual,3,1,
19,66,A3 1.8 Turbo 5p Aut.,Audi,Gasolina,1.8,Turbo,,Auto,5,,
20,67,A3 1.8 Turbo 5p Mec.,Audi,Gasolina,1.8,Turbo,,Manual,5,,
21,9964,A3 Sportb. Perf. Black 2.0 S-tron.(Híb.),Audi,Gasolina,2.0,,Sport,,,,
22,68,A4 1.8  Aut.,Audi,Gasolina,1.8,,,Auto,,,
24,7656,A4 Attraction 2.0 TFSI 190cv S tronic,Audi,Gasolina,2.0,,,,,1,
25,110,A6 2.7 Avant Quattro Tiptronic,Audi,Gasolina,2.7,,MPV,,,,
27,11135,Q3 Perf. Black.Plus 2.0 TFSI Tip. Quat.,Audi,Gasolina,2.0,,,,,,
30,9871,Q3 Performance 2.0 TFSI Tiptr. Quattro,Audi,Gasolina,2.0,,,,,,
35,8568,Q3 Prest. 1.4 TFSI Flex/Prest. S-tronic,Audi,Gasolina,1.4,Flex,,,,,
40,5550,R8 Spyder 5.2 Quattro R-tronic/S-tronic,Audi,Gasolina,5.2,,,,,,
41,133,S3 1.8 225cv Turbo Quattro,Audi,Gasolina,1.8,Turbo,,,,2,
42,4330,TT 2.0 16v TFSI S-Tronic,Audi,Gasolina,2.0,,,,,,
44,6258,TTRS 2.5 TFSI QUATTRO S Tronic,Audi,Gasolina,2.5,,,,,,
45,5129,TTS Roadster 2.0 TB FSI Quattro S Tronic,Audi,Gasolina,2.0,,,,,,
53,5923,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,BMW,Gasolina,1.6,Other,Sport,,5,1,16
55,6377,125i M Sport/Active Flex 2.0 TB Aut. 5p,BMW,Gasolina,2.0,Flex,Sport,Auto,5,,
56,154,316 (todas),BMW,Gasolina,,,,,,,
57,162,320iA,BMW,Gasolina,,,,,,,
59,181,325iA,BMW,Gasolina,,,,,,,
62,183,325iA Coupé 2.5 24V 2p,BMW,Gasolina,2.5,,,,2,,24
64,8630,330i M Sport 2.0 TB 16V 4p,BMW,Gasolina,2.0,Other,Sport,,4,,16
66,193,330i MotorSport 3.0 24V 4p,BMW,Gasolina,3.0,,Sport,,4,,24
69,8688,330i Sport 2.0 TB 16V 4p,BMW,Gasolina,2.0,Other,Sport,,4,,16
71,3956,330iA Exclusive 3.0 24V 4p,BMW,Gasolina,3.0,,,,4,,24
74,222,750iA,BMW,Gasolina,,,,,,,
76,11199,Yuan Pro (Elétrico),BYD,Gasolina,,Electric,,,,,
77,9561,Stark Mountaim 2.3 AWD TDI Diesel 3p,CAB Motors,Diesel,2.3,Diesel,,,3,,
80,9562,Stark Superação 2.3 AWD 2.3 TDI Die. 3p,CAB Motors,Diesel,2.3,,,,3,,
81,258,Deville/Eldorado 4.9,Cadillac,Gasolina,4.9,,,,,,
86,259,Seville 4.6,Cadillac,Gasolina,4.6,,,,,,
88,4392,Cargo 1.0 8V 53cv (Pick-Up),CHANA,Gasolina,1.0,Other,,,,5,8
89,268,Grand Caravan Limited 3.3 V6 12V 182cv,Chrysler,Gasolina,3.3,V6/V8,,,,1,12
90,6152,C3 Excl. 1.6 VTi Flex Start 16V 5p Aut.,Citroën,Gasolina,1.6,Flex,,Auto,5,,16
91,297,C5 Exclusive Break 2.0 16V Aut.,Citroën,Gasolina,2.0,Other,,Auto,,,16
92,8883,Jumper 2.0 Minibus 16L Turbo Diesel,Citroën,Diesel,2.0,Turbo,,,,,
96,5103,Jumper 2.3 15/16Lug. TB Diesel,Citroën,Diesel,2.3,Diesel,,,,,
104,5140,Jumper 2.3 Furgão TB Diesel,Citroën,Diesel,2.3,Diesel,,,,,
106,345,Xsara Picasso Exclusive 2.0 16V Aut.,Citroën,Gasolina,2.0,Other,,Auto,,,16
107,4639,ULC PICAPE 1.0 8V 2p,EFFA,Gasolina,1.0,Other,,,2,,8
108,7345,V22 Pick-up CD 1.3 16V 4p,EFFA,Gasolina,1.3,Other,Pickup,,4,,16
110,413,Camper 2.5/GL/GLS/Master 4.1,Envemo,Gasolina,2.5,,,,,,
111,418,348 Spider 3.4,Ferrari,Gasolina,3.4,,,,,,
112,424,355 GTS Spider,Ferrari,Gasolina,,,,,,,
113,3932,612 Scaglietti F1 V12 540cv,Ferrari,Gasolina,,Other,,,,5,
114,7968,ARGO HGT 1.8 16V Flex Aut.,Fiat,Gasolina,1.8,Other,,Auto,,,16
118,7969,ARGO HGT 1.8 16V Flex Mec.,Fiat,Gasolina,1.8,Other,,Manual,,,16
120,7971,ARGO PRECISION 1.8 16V Flex Aut.,Fiat,Gasolina,1.8,Other,,Auto,,,16
123,7970,ARGO PRECISION 1.8 16V Flex Mec.,Fiat,Gasolina,1.8,Other,,Manual,,,16
125,8690,ARGO TREKKING 1.3 8V Flex,Fiat,Gasolina,1.3,Other,,,,,8
126,453,Ducato Cargo 2.8 Curto/Longo TB Diesel,Fiat,Diesel,2.8,Diesel,,,,,
127,5027,Ducato Minibus 2.3 ME Diesel,Fiat,Diesel,2.3,Diesel,,,,,
129,469,Elba CS 1.6 / 1.5 /1.3,Fiat,Gasolina,1.6,,,,,,
130,472,Fiorino Furgão 1.0,Fiat,Gasolina,1.0,,,,,,
131,5926,Grand Siena ESSENCE 1.6 Flex 16V,Fiat,Gasolina,1.6,Flex,,,,,16
132,5927,Grand Siena ESSENCE Dual. 1.6 Flex 16V,Fiat,Gasolina,1.6,Flex,,,,,16
133,5341,Idea ESSENCE 1.6 Flex 16V 5p,Fiat,Gasolina,1.6,Flex,,,5,,16
134,503,Marea Weekend Turbo 2.0 20V 4p,Fiat,Gasolina,2.0,Turbo,,,4,,20
135,505,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 2p,Fiat,Gasolina,1.0,Flex,,,2,,
136,517,Palio EL 1.5 mpi 2p e 4p,Fiat,Álcool,1.5,,,,2,,
137,518,Palio EL 1.6 spi 2p e 4p,Fiat,Gasolina,1.6,,,,2,,
139,518,Palio EL 1.6 spi 2p e 4p,Fiat,Álcool,1.6,,,,2,,
142,521,Palio ELX 1.0 Fire/30 Anos F. Flex 8V 4p,Fiat,Gasolina,1.0,Flex,,,4,,8
151,5619,Palio Week. Adv. Dualogic 1.8 Flex,Fiat,Gasolina,1.8,Flex,,,,,
153,5295,Punto ESSENCE 1.6 Flex 16V 5p,Fiat,Gasolina,1.6,Flex,,,5,,16
154,4424,Punto Sporting 1.8 Flex 8V/16V 5p,Fiat,Gasolina,1.8,Flex,Sport,,5,,8
155,583,Siena ELX 1.0 mpi Fire/Fire Flex 8V 4p,Fiat,Gasolina,1.0,Flex,,,4,,8
156,594,Siena HLX 1.8 mpi Flex 8V 4p,Fiat,Gasolina,1.8,Flex,,,4,,8
157,4733,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,Fiat,Gasolina,1.8,Flex,,,,,
158,9111,Strada Freedom 1.3 Flex 8V CD,Fiat,Gasolina,1.3,Flex,Pickup,,,,8
159,3885,Strada Trekking 1.4 mpi Fire Flex 8V CS,Fiat,Gasolina,1.4,Flex,,,,,8
160,611,Strada Trekking 1.8 mpi Flex 8V CS,Fiat,Gasolina,1.8,Flex,,,,,8
161,5066,Strada Working 1.4 mpi Fire Flex 8V CD,Fiat,Gasolina,1.4,Flex,Pickup,,,,8
162,6098,Strada Working Celeb.1.4 Fire Flex 8V CS,Fiat,Gasolina,1.4,Flex,,,,,8
163,618,Tempra 2.0 i.e 16V 2p e 4p,Fiat,Gasolina,2.0,Other,,,2,,16
164,8046,Toro Blackjack 2.4 16V flex Aut,Fiat,Gasolina,2.4,Other,,Auto,,,16
166,9493,Toro Endurance 1.3 T270 4x2 Flex Aut.,Fiat,Gasolina,1.3,Flex,,Auto,,,
171,8236,Toro Endurance 1.8 16V Flex Aut.,Fiat,Gasolina,1.8,Other,,Auto,,,16
175,8741,Toro Endurance 1.8 16V Flex Mec.,Fiat,Gasolina,1.8,Other,,Manual,,,16
176,5666,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 2p,Fiat,Gasolina,1.4,Flex,,,2,,8
177,642,Uno Furgão 1.5/ 1.3,Fiat,Gasolina,1.5,,,,,,
178,645,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,Fiat,Gasolina,1.0,Flex,,,4,,
181,652,Uno Mille/ Mille EX/ Smart 4p,Fiat,Álcool,,,,,4,,
186,4660,Buggy Vip 1.6 8V Total Flex,Fibravan,Gasolina,1.6,Other,,,,,8
188,4134,Courier Van 1.6/ 1.6 Flex 8V (Carga),Ford,Gasolina,1.6,Flex,,,,,8
189,677,Del Rey GLX 1.6/1.8 / GL 1.6/1.8 2p e 4p,Ford,Gasolina,1.6,,,,2,,
191,6157,EcoSport FREESTYLE 1.6 16V Flex 5p,Ford,Gasolina,1.6,Other,Sport,,5,,16
192,687,Escort Ghia 2.0i / 2.0,Ford,Gasolina,2.0,,,,,,
193,691,Escort GL 1.8i 16V 3p,Ford,Gasolina,,Other,,,3,,16
194,716,Explorer XLT 4x2 4.0 V6,Ford,Gasolina,4.0,V6/V8,,,,,
195,722,F-100 Super Série 2.3,Ford,Gasolina,2.3,,,,,,
196,723,F-1000 CD/Blazer 3.6,Ford,Gasolina,3.6,,Pickup,,,,
197,723,F-1000 CD/Blazer 3.6,Ford,Álcool,3.6,,Pickup,,,,
211,731,F-1000 Super CE 4.9i / 3.6,Ford,Gasolina,3.6,,,,,,
213,756,F-250 Tropical 4.2 CE / CD Diesel TB,Ford,Diesel,4.2,Diesel,Pickup,,,,
214,785,Fiesta Sed. 1.6 8V Flex 4p,Ford,Gasolina,1.6,Other,,,4,,8
215,6431,Fiesta TIT./TIT.Plus 1.6 16V Flex Aut.,Ford,Gasolina,1.6,Other,,Auto,,,16
218,799,Focus 2.0 16V/SE/SE Plus Flex 5p Aut.,Ford,Gasolina,2.0,Other,,Auto,5,,16
220,800,Focus Ghia  2.0 16V/ 2.0 16V Flex 5p Aut,Ford,Gasolina,2.0,Other,,Auto,5,,16
222,809,Furglaine 3.9 Diesel,Ford,Diesel,3.9,Diesel,,,,,
223,812,Ibiza Chat./Exec. 3.9 Diesel,Ford,Diesel,3.9,Diesel,,,,,
224,6915,Ka 1.0 SE/SE Plus TiVCT Flex 5p,Ford,Gasolina,1.0,Flex,,,5,,
225,829,Mondeo CLX 2.0i SW Mec,Ford,Gasolina,,,,Manual,,,
229,830,Mondeo Ghia 2.0 16V 143cv 4p Aut,Ford,Gasolina,2.0,Other,,Auto,4,1,16
235,831,Mondeo Ghia 2.0 16V 143cv 4p Mec,Ford,Gasolina,2.0,Other,,Manual,4,1,16
237,841,Mustang GT V8 Conversível,Ford,Gasolina,,V6/V8,,,,,
239,9354,Mustang MACH 1 5.0 V8,Ford,Gasolina,5.0,V6/V8,,,,,
240,843,Pampa Ghia 1.6/1.8/DUO,Ford,Gasolina,1.6,,,,,,
242,846,Pampa L 1.8i / 1.8,Ford,Gasolina,1.8,,,,,,
246,6527,Ranger TROPIVAN 2.5 16V 4X2 Flex,Ford,Gasolina,2.5,Other,,,,,16
247,3814,Ranger XL 3.0 PSE 163cv 4x2 CD TB Diesel,Ford,Diesel,3.0,Diesel,Pickup,,,1,
249,3815,Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel,Ford,Diesel,3.0,Diesel,,,,1,
252,3817,Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel,Ford,Diesel,3.0,Diesel,,,,1,
