,modelo_id,modelo,marca,comb,version,engine,category,transmission_type,doors,hp,valves
327,6956,Grand Siena ESSENCE ITALIA 1.6 Flex 16V,Fiat,Gasolina,1.6,Flex,,,,,16
328,5928,Grand Siena TETRAFUEL 1.4 Evo F. Flex 8V,Fiat,Gasolina,1.4,Flex,,,,,8
340,522,Palio ELX 1.3 mpi  Fire 16V 4p,Fiat,Gasolina,1.3,Other,,,4,,16
341,530,Palio EX 1.0 mpi 2p,Fiat,Gasolina,1.0,,,,2,,
342,534,Palio EX 1.3 mpi Fire 8V 67cv 2p,Fiat,Gasolina,1.3,Other,,,2,6,8
347,543,Palio Weekend 1.5 mpi 4p,Fiat,Gasolina,1.5,,,,4,,
348,550,Palio Weekend ELX 1.3 mpi  Fire 16V,Fiat,Gasolina,1.3,Other,,,,,16
350,552,Palio Weekend ELX 1.4 mpi Fire Flex 8V,Fiat,Gasolina,1.4,Flex,,,,,8
354,10219,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,Fiat,Gasolina,1.3,Turbo,,Auto,,,16
355,4421,Punto  ELX 1.4 Fire Flex 8V 5p,Fiat,Gasolina,1.4,Flex,,,5,,8
360,5298,Punto Sporting Dualogic 1.8 Flex 16V 5p,Fiat,Gasolina,1.8,Flex,Sport,,5,,16
361,4861,Siena EL Celeb. 1.0 mpi Fire Flex 8V 4p,Fiat,Gasolina,1.0,Flex,,,4,,8
367,5362,Siena EL Celeb. 1.4 mpi Fire Flex 8V 4p,Fiat,Gasolina,1.4,Flex,,,4,,8
373,582,Siena ELX 1.0 mpi Fire 16v 4p (25 anos),Fiat,Gasolina,1.0,,,,4,,
374,586,Siena ELX 1.4 mpi Fire Flex 8V 4p,Fiat,Gasolina,1.4,Flex,,,4,,8
375,588,Siena ELX 1.6 mpi 8V/16V 4p,Fiat,Gasolina,1.6,Other,,,4,,8
377,4187,Stilo 1.8 SP Flex 8V 5p,Fiat,Gasolina,1.8,Flex,,,5,,8
378,6637,Strada Adv.1.8 16V Dualogic Flex CE,Fiat,Gasolina,1.8,Other,,,,,16
381,9109,Strada Endurance 1.4 Flex 8V CS Plus,Fiat,Gasolina,1.4,Flex,,,,,8
382,3884,Strada Trekking 1.4 mpi Fire Flex 8V CE,Fiat,Gasolina,1.4,Flex,,,,,8
383,6055,Strada Trekking 1.6 16V Flex CD,Fiat,Gasolina,1.6,Other,Pickup,,,,16
384,9724,Strada Volcano 1.3 Flex 8V CD Aut.,Fiat,Gasolina,1.3,Flex,Pickup,Auto,,,8
385,7134,Strada Working HARD 1.4 Fire Flex 8V CD,Fiat,Gasolina,1.4,Flex,Pickup,,,,8
386,7136,Strada Working HARD 1.4 Fire Flex 8V CS,Fiat,Gasolina,1.4,Flex,,,,,8
399,652,Uno Mille/ Mille EX/ Smart 4p,Fiat,Gasolina,,,,,4,,
402,654,Uno Turbo 1.4 i.e. 2p,Fiat,Gasolina,1.4,Turbo,,,2,,
404,5484,UNO VIVACE Celeb. 1.0 EVO F. Flex 8V 3p,Fiat,Gasolina,1.0,Flex,,,3,,8
405,5241,UNO VIVACE/RUA 1.0 EVO Fire Flex 8V 5p,Fiat,Gasolina,1.0,Flex,,,5,,8
406,5246,UNO WAY Celeb. 1.4 EVO Fire Flex 8V 5p,Fiat,Gasolina,1.4,Flex,,,5,,8
411,7737,UNO WAY Dual./GSR 1.3 Flex 8V 5p,Fiat,Gasolina,1.3,Flex,,,5,,8
413,7183,UNO WAY RIO 450 1.0 EVO Flex 8V 5p,Fiat,Gasolina,1.0,Flex,,,5,,8
415,6322,UNO WAY XINGU 1.0 EVO F.Flex 8V 5P,Fiat,Gasolina,1.0,Flex,,,,,8
417,6323,UNO WAY XINGU 1.4 EVO F.Flex 8V 5p,Fiat,Gasolina,1.4,Flex,,,5,,8
419,10806,Buggy Off Road 1.6 8V,Fibravan,Gasolina,1.6,Other,,,,,8
421,655,Aerostar Mini-Van 3.8,Ford,Gasolina,3.8,,,,,,
427,668,Courier Si 1.4i 16V,Ford,Gasolina,,Other,,,,,16
428,672,Del Rey Belina Ghia,Ford,Gasolina,,,,,,,
433,678,Del Rey L 1.8 / 1.6 2p e 4p,Ford,Gasolina,1.8,,,,2,,
434,679,EcoSport 4WD 2.0/ 2.0 Flex 16V 5p,Ford,Gasolina,2.0,Flex,Sport,,5,,16
443,8588,EcoSport TITANIUM 1.5 12V Flex 5p Aut.,Ford,Gasolina,1.5,Other,Sport,Auto,5,,12
444,681,EcoSport XL Supercharger 1.0 8V 95cv 5p,Ford,Gasolina,1.0,Other,Sport,,5,9,8
451,4258,EcoSport XLT FREESTYLE 1.6 Flex 8V 5p,Ford,Gasolina,1.6,Flex,Sport,,5,,8
452,686,Escort Ghia 1.8i / 1.8 / 1.6,Ford,Gasolina,1.8,,,,,,
456,687,Escort Ghia 2.0i / 2.0,Ford,Álcool,2.0,,,,,,
458,688,Escort GL 1.6 MPI,Ford,Gasolina,1.6,,,,,,
464,692,Escort GL 1.8i 16V 4p,Ford,Gasolina,,Other,,,4,,16
466,697,Escort Hobby 1.0,Ford,Gasolina,1.0,,,,,,
471,701,Escort RS 1.8i 16V,Ford,Gasolina,,Other,,,,,16
472,707,Escort XR3 1.8 / 1.6 Conversível,Ford,Gasolina,1.8,,,,,,
476,715,Explorer XL 4x4 4.0 V6,Ford,Gasolina,4.0,V6/V8,,,,,
486,730,F-1000 Super 3.6 / Super Série 3.6,Ford,Gasolina,3.6,,,,,,
493,734,F-1000 Super Série CE 4.9/3.6,Ford,Álcool,4.9,,,,,,
494,735,F-1000 Super Série CE Diesel 3.9,Ford,Diesel,3.9,Diesel,,,,,
495,746,F-1000 XLT 2.5 HSD Diesel TB,Ford,Diesel,2.5,Diesel,,,,,
496,748,F-1000 XLT CE 4.9i,Ford,Gasolina,,,,,,,
497,751,F-150 XL Triton 4.3 V6,Ford,Gasolina,4.3,V6/V8,,,,,
498,4161,F-250 TropiCab CE 3.9 TB Diesel,Ford,Diesel,3.9,Diesel,,,,,
500,4057,F-250 XL 3.9 CD TB Diesel,Ford,Diesel,3.9,Diesel,Pickup,,,,
502,759,F-250 XL 4.2 180cv CD TB Diesel,Ford,Diesel,4.2,Diesel,Pickup,,,1,
505,760,F-250 XL 4.2 Turbo Diesel,Ford,Diesel,4.2,Turbo,,,,,
517,765,F-250 XL Super Duty 4.2 V6,Ford,Gasolina,4.2,V6/V8,,,,,
519,4059,F-250 XLT 3.9 4x4 CD TB Diesel,Ford,Diesel,3.9,Diesel,Pickup,,,,
524,4135,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,Ford,Gasolina,1.0,Other,,,5,,8
527,776,Fiesta CLX 1.3i 3p,Ford,Gasolina,,,,,3,,
528,6522,Fiesta Sedan 1.6 16V Flex Mec.,Ford,Gasolina,1.6,Other,Sedan,Manual,,,16
530,794,Fiesta Street/ Action 1.0 8v 5p,Ford,Gasolina,1.0,,,,5,,
532,802,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,Ford,Gasolina,2.0,Other,,Auto,,,16
537,4061,Fusion SEL 2.3 16V  162cv Aut.,Ford,Gasolina,2.3,Other,,Auto,,1,16
543,6914,Ka 1.0 SEL TiVCT Flex 5p,Ford,Gasolina,1.0,Flex,,,5,,
547,8443,Ka 1.5 SE Plus 12V Flex 5p Mec.,Ford,Gasolina,1.5,Other,,Manual,5,,12
548,820,Ka Image 1.0i,Ford,Gasolina,,,,,,,
549,3887,Ka MP3 1.0 MPI 8V 65cv,Ford,Gasolina,1.0,Other,,,,6,8
552,10758,Maverick Lariat Hybrid 2.5 Aut.,Ford,Gasolina,2.5,,,Auto,,,
554,840,Mustang GT V8,Ford,Gasolina,,V6/V8,,,,,
566,843,Pampa Ghia 1.6/1.8/DUO,Ford,Álcool,1.6,,,,,,
573,844,Pampa GL 1.6/ 1.8,Ford,Álcool,1.6,,,,,,
580,853,Ranger 2.5 4x4 CD TB Diesel,Ford,Diesel,2.5,Diesel,Pickup,,,,
582,855,Ranger 2.5 4x4 TB Diesel,Ford,Diesel,2.5,Diesel,,,,,
586,10762,Ranger Limited+ 3.0 V6 4x4 CD TB Die Aut,Ford,Diesel,3.0,V6/V8,Pickup,Auto,,,
587,861,Ranger Splash CS,Ford,Gasolina,,,,,,,
589,7882,Ranger XL 2.2 4x4 CS Diesel Mec.,Ford,Diesel,2.2,Diesel,,Manual,,,
594,867,Ranger XL 2.8 8v 135cv 4x2 CD TB Diesel,Ford,Diesel,2.8,Diesel,Pickup,,,1,
597,890,Ranger XLT 2.5 4x4 CS TB Diesel,Ford,Diesel,2.5,Diesel,,,,,
600,6171,Ranger XLT 3.2 20V 4x4 CD Diesel Aut.,Ford,Diesel,3.2,Diesel,Pickup,Auto,,,20
601,912,Thunderbird SC 3.8 V6,Ford,Gasolina,3.8,V6/V8,,,,,
602,9840,TRANSIT Furgão 2.0 Longo Turbo Diesel,Ford,Diesel,2.0,Turbo,,,,,
605,916,Verona GLX 1.8i / 1.8 4p,Ford,Álcool,1.8,,,,4,,
606,916,Verona GLX 1.8i / 1.8 4p,Ford,Gasolina,1.8,,,,4,,
607,921,Versailles Ghia 2.0i / 2.0 2p e 4p,Ford,Álcool,2.0,,,,2,,
609,7923,MINITRUCK 3.5-14ST 4x2 Diesel(E5),FOTON,Diesel,3.5,Diesel,,,,,
611,926,A-10 2.5/4.1,GM - Chevrolet,Gasolina,2.5,,,,,,
614,937,Astra Advantage 2.0 MPFI FlexPower 8V 3p,GM - Chevrolet,Gasolina,2.0,Other,,,3,,8
617,938,Astra Comfort 2.0 MPFI FlexPower 8V 3p,GM - Chevrolet,Gasolina,2.0,Other,,,3,,8
618,939,Astra Comfort 2.0 MPFI FlexPower 8V 5p,GM - Chevrolet,Gasolina,2.0,Other,,,5,,8
621,940,Astra Eleg. 2.0 MPFI FlexPower 8V 5p Aut,GM - Chevrolet,Gasolina,2.0,Other,,Auto,5,,8
625,4138,Astra Sed.Advan. 2.0 8V MPFI FlexP. Aut.,GM - Chevrolet,Gasolina,2.0,Other,,Auto,,,8
626,973,C-10 De Luxe 2.5/4.1,GM - Chevrolet,Gasolina,2.5,,,,,,
635,5415,Camaro SS 6.2 V8 16V,GM - Chevrolet,Gasolina,6.2,V6/V8,,,,,16
647,987,Caravan Diplomata 4.1/2.5,GM - Chevrolet,Gasolina,4.1,,,,,,
650,989,Cavalier 3.1 Conv.,GM - Chevrolet,Gasolina,3.1,,,,,,
653,1006,Celta Spirit 1.4 MPFI 8V 85cv 5p,GM - Chevrolet,Gasolina,1.4,Other,,,5,8,8
654,1007,Celta Super 1.0 MPFI 8V FlexPower 3p,GM - Chevrolet,Gasolina,1.0,Other,,,3,,8
658,9588,COBALT 1.8 8V Econo.Flex 4p Aut.,GM - Chevrolet,Gasolina,1.8,Other,,Auto,4,,8
660,6172,COBALT LT 1.8 8V Econo.Flex 4p Aut.,GM - Chevrolet,Gasolina,1.8,Other,,Auto,4,,8
662,1020,Corsa Hat. Maxx 1.8 MPFI 8V FlexPower 5p,GM - Chevrolet,Gasolina,1.8,Other,,,5,,8
667,1021,Corsa Hat. Prem. 1.0/1.0 FlexPower 8V 5p,GM - Chevrolet,Gasolina,1.0,Flex,,,5,,8
670,4380,Corsa Hat. Premium 1.4 8V ECONOFLEX 5p,GM - Chevrolet,Gasolina,1.4,Other,,,5,,8
672,3818,Corsa Hat. SS 1.8 MPFI 8V FlexPower 5p,GM - Chevrolet,Gasolina,1.8,Other,,,5,,8
674,1031,Corsa Sed Class.Life 1.0/1.0 FlexPower,GM - Chevrolet,Álcool,1.0,Flex,,,,,
675,1035,Corsa Sed Class.Super 1.0/1.0 FlexPower,GM - Chevrolet,Gasolina,1.0,Flex,,,,,
678,1032,Corsa Sed Classic Life 1.6 MPFI VHC 8V,GM - Chevrolet,Gasolina,1.6,Other,,,,,8
681,1036,Corsa Sed Classic Super 1.6 MPFI VHC 8V,GM - Chevrolet,Gasolina,1.6,Other,,,,,8
683,1043,Corsa Sed.Wind 1.0/Millenium/Classic VHC,GM - Chevrolet,Gasolina,1.0,,,,,,
684,1043,Corsa Sed.Wind 1.0/Millenium/Classic VHC,GM - Chevrolet,Álcool,1.0,,,,,,
685,1044,Corsa Sedan 1.0 MPFI 8V 71cv 4p,GM - Chevrolet,Gasolina,1.0,Other,Sedan,,4,7,8
687,1046,Corsa Sedan 1.8 MPFI FlexPower 8V 4p,GM - Chevrolet,Gasolina,1.8,Other,Sedan,,4,,8
693,1060,Corsa Wagon GLS 1.6 8V 4p,GM - Chevrolet,Gasolina,1.6,Other,Wagon,,4,,8
694,1065,Corsa Wind 1.6 MPFi 2p,GM - Chevrolet,Gasolina,1.6,,,,2,,
700,1067,Corsa Wind Piquet/ Champ 1.0 MPFI 2p,GM - Chevrolet,Gasolina,1.0,Other,,,2,,
701,5975,CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut,GM - Chevrolet,Gasolina,1.8,Other,Sport,Auto,5,,16
702,5977,CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Aut,GM - Chevrolet,Gasolina,1.8,Other,Sport,Auto,5,,16
707,5978,CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Mec,GM - Chevrolet,Gasolina,1.8,Other,Sport,Manual,5,,16
710,7618,CRUZE LT 1.4 16V Turbo Flex 4p Aut.,GM - Chevrolet,Gasolina,1.4,Other,,Auto,4,,16
716,5635,CRUZE LT 1.8 16V FlexPower 4p Aut.,GM - Chevrolet,Gasolina,1.8,Other,,Auto,4,,16
717,5636,CRUZE LT 1.8 16V FlexPower 4p Mec.,GM - Chevrolet,Gasolina,1.8,Other,,Manual,4,,16
718,7827,CRUZE Sport LT 1.4 16V TB Flex 5p Aut.,GM - Chevrolet,Gasolina,1.4,Other,Sport,Auto,5,,16
724,1074,D-20 S / Luxe 3.9/4.0 Diesel,GM - Chevrolet,Diesel,3.9,Diesel,,,,,
726,8080,EQUINOX Premier 2.0 Turbo AWD 262cv Aut.,GM - Chevrolet,Gasolina,2.0,Turbo,,Auto,,2,
727,1083,Kadett GLS 1.8 EFI / SL/e 1.8,GM - Chevrolet,Álcool,1.8,,,,,,
731,1087,Kadett Sport 2.0 MPFI / EFI,GM - Chevrolet,Gasolina,2.0,Other,Sport,,,,
732,1089,Marajo SL/SLe/Se,GM - Chevrolet,Gasolina,,,,,,,
733,1094,Meriva Maxx 1.8 MPFI 8V FlexPower,GM - Chevrolet,Gasolina,1.8,Other,,,,,8
734,1095,Meriva Premium 1.8 MPFI 8V FlexPower,GM - Chevrolet,Gasolina,1.8,Other,,,,,8
735,3819,Meriva SS 1.8 MPFI 8V FlexPower 5p,GM - Chevrolet,Gasolina,1.8,Other,,,5,,8
736,4770,Meriva SS EASYTRONIC 1.8 FlexPower 5p,GM - Chevrolet,Gasolina,1.8,Flex,,,5,,
737,10402,MONTANA LT 1.2  Turbo Flex 12V 4p Mec.,GM - Chevrolet,Gasolina,1.2,Turbo,,Manual,4,,12
738,5108,MONTANA Sport 1.4 ECONOFLEX 8V 2p,GM - Chevrolet,Gasolina,1.4,Other,Sport,,2,,8
741,1102,Monza Classic/ SL/e/SR 1.8,GM - Chevrolet,Gasolina,1.8,,,,,,
744,1109,Omega CD 4.1 / 3.0,GM - Chevrolet,Gasolina,4.1,,Pickup,,,,
748,1107,Omega CD/ FITTIPALDI 3.6 V6 24V 4p,GM - Chevrolet,Gasolina,3.6,V6/V8,Pickup,,4,,24
755,1110,Omega Diamond,GM - Chevrolet,Gasolina,,,,,,,
756,1111,Omega GL 2.0/ 2.2,GM - Chevrolet,Gasolina,2.0,,,,,,
757,1112,Omega GLS 2.2 / 2.0,GM - Chevrolet,Álcool,2.2,,,,,,
758,1113,Omega GLS 4.1,GM - Chevrolet,Gasolina,4.1,,,,,,
759,6748,ONIX  Lollapalooza 1.0 F.Power 5p Mec.,GM - Chevrolet,Gasolina,1.0,,,Manual,5,,
760,8988,ONIX HATCH 1.0 12V Flex 5p Mec.,GM - Chevrolet,Gasolina,1.0,Other,,Manual,5,,12
764,8889,ONIX HATCH 1.0 12V TB Flex 5p Aut.,GM - Chevrolet,Gasolina,1.0,Other,,Auto,5,,12
768,7690,ONIX HATCH ACTIV 1.4 8V Flex 5p Mec.,GM - Chevrolet,Gasolina,1.4,Other,,Manual,5,,8
769,7120,ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec.,GM - Chevrolet,Gasolina,1.4,Other,,Manual,5,,8
770,6231,ONIX HATCH LS 1.0 8V FlexPower 5p Mec.,GM - Chevrolet,Gasolina,1.0,Other,,Manual,5,,8
774,6233,ONIX HATCH LT 1.4 8V FlexPower 5p Mec.,GM - Chevrolet,Gasolina,1.4,Other,,Manual,5,,8
777,8826,ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,GM - Chevrolet,Gasolina,1.0,Other,,Manual,,,12
783,1133,S10 Pick-Up 2.4 MPFI 8v 128cv CD 4p,GM - Chevrolet,Gasolina,2.4,Other,Pickup,,4,1,
785,1134,S10 Pick-Up 2.4 MPFI 8v 128cv/ Rodeio,GM - Chevrolet,Gasolina,2.4,Other,,,,1,
789,1135,S10 Pick-Up 2.5 4x2 CD TB Max HST Dies,GM - Chevrolet,Diesel,2.5,,Pickup,,,,
793,1136,S10 Pick-Up 2.5 4x4 CD TB Max HST Dies.,GM - Chevrolet,Diesel,2.5,,Pickup,,,,
797,5892,S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel,GM - Chevrolet,Diesel,2.8,Diesel,Pickup,,,,
801,1150,S10 Pick-Up Luxe 2.2 MPFI / EFI,GM - Chevrolet,Gasolina,2.2,Other,,,,,
803,1160,S10 Pick-Up Std. 2.2 MPFI / EFI,GM - Chevrolet,Gasolina,2.2,Other,,,,,
804,7305,S10 P-Up H.Country 2.8 4x4 CD Dies.Aut.,GM - Chevrolet,Diesel,2.8,,Pickup,Auto,,,
808,10931,Silverado High Country 5.3 V8 AWD Aut.,GM - Chevrolet,Gasolina,5.3,V6/V8,,Auto,,,
809,1186,Silverado Sport/ Fleet Side 5.7 CS,GM - Chevrolet,Gasolina,5.7,,Sport,,,,
811,6059,SONIC HB LT 1.6 16V FlexPower 5p Mec.,GM - Chevrolet,Gasolina,1.6,Other,,Manual,5,,16
813,6060,SONIC HB LTZ 1.6 16V FlexPower 5p Aut.,GM - Chevrolet,Gasolina,1.6,Other,,Auto,5,,16
814,6063,SONIC Sed. LTZ 1.6 16V FlexPower 4p Aut.,GM - Chevrolet,Gasolina,1.6,Other,,Auto,4,,16
818,6586,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,GM - Chevrolet,Gasolina,1.8,Other,,Auto,5,,8
827,1203,Suprema GLS 4.1,GM - Chevrolet,Gasolina,4.1,,,,,,
828,1206,Tigra Power Tech Coupe 1.6 SFI,GM - Chevrolet,Gasolina,1.6,,Coupe,,,,
830,9597,TRACKER 1.0 Turbo 12V Flex Aut.,GM - Chevrolet,Gasolina,1.0,Turbo,,Auto,,,12
832,1207,TRACKER 2.0 TB Int. Diesel 4x4 4p,GM - Chevrolet,Diesel,2.0,Diesel,,,4,,
836,8124,TRACKER Premier 1.4 Turbo 16V Flex Aut,GM - Chevrolet,Gasolina,1.4,Turbo,,Auto,,,16
838,10637,TRACKER RS 1.2 Turbo 12V Flex Aut.,GM - Chevrolet,Gasolina,1.2,Turbo,,Auto,,,12
841,1208,Trafic Chassi Longo Diesel,GM - Chevrolet,Diesel,,Diesel,,,,,
846,1209,Trafic Furgão Carga 2.1 Diesel,GM - Chevrolet,Diesel,2.1,Diesel,,,,,
849,1214,Vectra CD 2.2 16V / 2.0 16V Mec./Aut.,GM - Chevrolet,Gasolina,2.2,Other,Pickup,Manual,,,16
851,5554,Vectra COLLECTION 2.0 FlexPower 8V Aut.,GM - Chevrolet,Gasolina,2.0,Flex,,Auto,,,8
852,3821,Vectra Elegan. 2.0 MPFI 8V FlexPower Mec,GM - Chevrolet,Gasolina,2.0,Other,,Manual,,,8
856,1216,Vectra Elegance 2.0 MPFI,GM - Chevrolet,Gasolina,2.0,Other,,,,,
857,1217,Vectra Elegance 2.2 MPFI 16V Aut.,GM - Chevrolet,Gasolina,2.2,Other,,Auto,,,16
858,1218,Vectra Elite 2.0 MPFI,GM - Chevrolet,Gasolina,2.0,Other,,,,,
859,4576,Vectra Elite 2.0 MPFI 8V FlexPower Aut.,GM - Chevrolet,Gasolina,2.0,Other,,Auto,,,8
863,1219,Vectra Elite 2.2 MPFI 16V Aut.,GM - Chevrolet,Gasolina,2.2,Other,,Auto,,,16
864,3822,Vectra Elite 2.4 MPFI 16V FlexPower Aut.,GM - Chevrolet,Gasolina,2.4,Other,,Auto,,,16
868,1220,Vectra Expres./ Collection  2.0 MPFI 8V,GM - Chevrolet,Gasolina,2.0,Other,,,,,8
870,4273,Vectra EXPRESSION 2.0 MPFI FlexPower Aut,GM - Chevrolet,Gasolina,2.0,Other,,Auto,,,
875,4274,Vectra EXPRESSION 2.0 MPFI FlexPower Mec,GM - Chevrolet,Gasolina,2.0,Other,,Manual,,,
880,1221,Vectra GL 2.2 / 2.0 MPFI,GM - Chevrolet,Gasolina,2.2,Other,,,,,
882,1222,Vectra GL 2.2 MPFI Milenium,GM - Chevrolet,Gasolina,2.2,Other,,,,,
884,4433,Vectra GT 2.0 MPFI 8V FlexPower Aut.,GM - Chevrolet,Gasolina,2.0,Other,,Auto,,,8
894,1254,Civic Hatch LX Aut.,Honda,Gasolina,,,Hatchback,Auto,,,
895,7693,Civic Sedan EXL 2.0 Flex 16V Aut.4p,Honda,Gasolina,2.0,Flex,Sedan,Auto,4,,16
896,1264,Civic Sedan LX 1.7 16V 115cv Mec. 4p,Honda,Gasolina,1.7,Other,Sedan,Manual,4,1,16
898,1270,CR-V 2.0 16V Aut.,Honda,Gasolina,2.0,Other,,Auto,,,16
905,7151,HR-V EXL 1.8 Flexone 16V 5p Aut.,Honda,Gasolina,1.8,Flex,,Auto,5,,16
906,8895,Creta Attitude Plus 1.6 16V Flex Aut.,Hyundai,Gasolina,1.6,Other,,Auto,,,16
907,9601,Creta Comfort 1.0 TB 12V Flex Aut.,Hyundai,Gasolina,1.0,Other,,Auto,,,12
912,10857,Creta Comfort Plus 1.0 TB 12V Flex Aut.,Hyundai,Gasolina,1.0,Other,,Auto,,,12
915,8749,Creta Launch Edition 1.6 16V Flex Aut.,Hyundai,Gasolina,1.6,Other,,Auto,,,16
917,6205,HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,Hyundai,Gasolina,1.0,Flex,,,,,12
919,1328,HR 2.5 TCI Diesel (RS/RD),Hyundai,Diesel,2.5,Diesel,,,,,
922,8477,T50 1.6 16V 5p Aut.,JAC,Gasolina,1.6,Other,,Auto,5,,16
923,8455,F-Type 2.0 R-Dynamic Coupe 300cv Aut.,Jaguar,Gasolina,2.0,,Coupe,Auto,,3,
924,8695,I-Pace SE EV400 AWD Aut. (Elétrico),Jaguar,Gasolina,,Other,,Auto,,,
926,4830,Grand Cherokee Limited 3.0 TB Dies. Aut,Jeep,Diesel,3.0,,,Auto,,,
927,1381,Grand Cherokee Limited 5.2 Aut.,Jeep,Gasolina,5.2,,,Auto,,,
928,9560,Renegade1.8 4x2 Flex 16V Aut.,Jeep,Gasolina,,Flex,,Auto,,,16
930,4855,TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,JINBEI,Gasolina,2.2,Other,,,4,,8
931,1386,Jipe Montez 4x4 CD Teto Rígido Diesel,JPX,Diesel,,Diesel,Pickup,,,,
933,1401,Bongo K-2700 2.7 4x4 CD Diesel,Kia Motors,Diesel,2.7,Diesel,Pickup,,,,
935,4142,Picanto EX 1.1/1.0/ 1.0 Flex Mec.,Kia Motors,Gasolina,1.1,Flex,,Manual,,,
937,4977,SOUL 1.6/ 1.6 16V FLEX Aut.,Kia Motors,Gasolina,1.6,Other,,Auto,,,16
938,1427,Sportage DLX 2.0 16V Mec.,Kia Motors,Gasolina,2.0,Other,Sport,Manual,,,16
939,1434,Sportage LX 2.0 16V 142cv 5p,Kia Motors,Gasolina,2.0,Other,Sport,,5,1,16
941,1519,MX-3 1.6 16V,Mazda,Gasolina,1.6,Other,,,,,16
942,9545,CAPTUR Iconic 1.3 TB 16V Flex 5p Aut.,Renault,Gasolina,1.3,Other,,Auto,5,,16
943,9547,CAPTUR Zen 1.3 TB 16V Flex 5p Aut.,Renault,Gasolina,1.3,Other,,Auto,5,,16
944,7891,CAPTUR Zen 1.6 16V Flex 5p Mec.,Renault,Gasolina,1.6,Other,,Manual,5,,16
945,2002,Clio Expression 1.0/1.0 Hi-Power 16V 3p,Renault,Gasolina,1.0,Other,,,3,,16
946,2009,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,Renault,Gasolina,1.0,Other,,Auto,5,,16
947,2011,Clio RN 1.6 5p,Renault,Gasolina,1.6,,,,5,,
948,2012,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,Renault,Gasolina,1.0,Other,,,5,,16
949,2016,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,Renault,Gasolina,1.0,Other,,,5,,16
950,2023,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,Renault,Gasolina,1.0,Other,,Auto,4,,16
951,5673,DUSTER Dynamique 2.0 Flex 16V Aut.,Renault,Gasolina,2.0,Flex,,Auto,,,16
952,5676,DUSTER Expression 1.6 Hi-Flex 16V Mec.,Renault,Gasolina,1.6,Flex,,Manual,,,16
953,7672,DUSTER OROCH Dyna. 2.0 Flex 16V Aut.,Renault,Gasolina,2.0,Flex,,Auto,,,16
954,9064,DUSTER Zen 1.6 16V Flex Mec.,Renault,Gasolina,1.6,Other,,Manual,,,16
955,5509,FLUENCE Sed. Dynamique 2.0 16V FLEX Aut.,Renault,Gasolina,2.0,Other,,Auto,,,16
956,5510,FLUENCE Sed. Dynamique 2.0 16V FLEX Mec.,Renault,Gasolina,2.0,Other,,Manual,,,16
957,4310,Kangoo Express Hi-Flex 1.6 16V,Renault,Gasolina,1.6,Flex,,,,,16
960,8701,KWID OUTSIDER 1.0 Flex 12V 5p Mec.,Renault,Gasolina,1.0,Flex,,Manual,5,,12
961,2046,Laguna RXE 2.0s 8V/16V,Renault,Gasolina,,Other,,,,,8
962,6401,Master 2.3 dCi Extra F.Vitre 16V Diesel,Renault,Diesel,2.3,Other,,,,,16
964,6405,Master 2.3 dCi Grand Furgão16V Diesel,Renault,Diesel,2.3,Other,,,,,
966,4834,Master 2.5 dCi Executivo 115cv 16L Dies,Renault,Diesel,2.5,,,,,1,
967,4067,Megane Sedan Dynamique 2.0 16V Aut.,Renault,Gasolina,2.0,Other,Sedan,Auto,,,16
968,4506,SANDERO Expression Hi-Flex 1.0 16V 5p,Renault,Gasolina,1.0,Flex,,,5,,16
969,7360,SANDERO SPORT RS 2.0 Flex 16V 5p,Renault,Gasolina,2.0,Flex,,,5,,16
970,4580,Scénic Grand Dynamique 2.0 16V 5p Aut.,Renault,Gasolina,2.0,Other,,Auto,5,,16
972,2071,Scénic Hi-Flex/Express. Hi-Flex 1.6 16V,Renault,Gasolina,1.6,Flex,,,,,16
978,2072,Scénic Privilège Hi-Flex 1.6 16V,Renault,Gasolina,1.6,Flex,,,,,16
984,2073,Scénic Privillège 1.6 16V Aut.,Renault,Gasolina,1.6,Other,,Auto,,,16
987,2078,Scénic RT/Auth/Auth/Kids Hi-Flex 1.6 16V,Renault,Gasolina,1.6,Flex,,Auto,,,16
988,2307,960 Sedan,Volvo,Gasolina,,,Sedan,,,,
989,2354,V70 T5 2.3,Volvo,Gasolina,2.3,Other,,,,,
990,2357,XC 90 4.4 V8 315cv AWD 5p,Volvo,Gasolina,4.4,V6/V8,,,5,3,
